Groups,Paths,OID,Name,Unit,Tips,AccessMode,DataType,ByteSize,Ratio,Range,Options
"Settings,Radio Signal Information,Module 1",,T02.P05D1,UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 1",,T02.P05D2,DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 1",,T02.P0A31,UL Input Power,dBm,,ro,int16,2,10,-750 ~ -300,
"Settings,Radio Signal Information,Module 1",,T02.P0538,DL Output Power,dBm,,ro,int16,2,10,240 ~ 480,
"Settings,Radio Signal Information,Module 1",,T02.P0514,VSWR,,,ro,int16,2,10,0 ~ 30,
"Settings,Radio Signal Information,Module 2",,T02.P05D3,Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 2",,T02.P05D4,UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 2",,T02.P05D5,DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 2",,T02.P0A33,UL Input Power,dBm,,ro,int16,2,10,-750 ~ -300,
"Settings,Radio Signal Information,Module 2",,T02.P0539,DL Output Power,dBm,,ro,int16,2,10,240 ~ 480,
"Settings,Radio Signal Information,Module 2",,T02.P051A,VSWR,,,ro,int16,2,10,0 ~ 30,
"Settings,Radio Signal Information,Module 3",,T02.P05D6,Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 3",,T02.P05D7,UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 3",,T02.P05D8,DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 3",,T02.P0A35,UL Input Power,dBm,,ro,int16,2,10,-750 ~ -300,
"Settings,Radio Signal Information,Module 3",,T02.P053A,DL Output Power,dBm,,ro,int16,2,10,240 ~ 480,
"Settings,Radio Signal Information,Module 3",,T02.P0515,VSWR,,,ro,int16,2,10,0 ~ 30,
"Settings,Radio Signal Information,Module 4",,T02.P05D9,Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 4",,T02.P05DA,UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 4",,T02.P05DB,DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 4",,T02.P0A37,UL Input Power,dBm,,ro,int16,2,10,-750 ~ -300,
"Settings,Radio Signal Information,Module 4",,T02.P053B,DL Output Power,dBm,,ro,int16,2,10,240 ~ 480,
"Settings,Radio Signal Information,Module 4",,T02.P051B,VSWR,,,ro,int16,2,10,0 ~ 30,
"Settings,Radio Signal Information,General",,T02.P0501,Element Operating Temperature,℃,,ro,int8,1,,,
"Settings,Radio Signal Information,General",,T02.P0881,Open Load Detect Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Signal Information,Uplink Baseband Power",,T02.P0A30,Module1 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Uplink Baseband Power",,T02.P0A32,Module2 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Uplink Baseband Power",,T02.P0A34,Module3 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Uplink Baseband Power",,T02.P0A36,Module4 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Downlink Baseband Power",,T02.P0A38,Module1 DL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Downlink Baseband Power",,T02.P0A39,Module2 DL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Downlink Baseband Power",,T02.P0A3A,Module3 DL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Downlink Baseband Power",,T02.P0A3B,Module4 DL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,LAN Connectivity,Element Identification",,T02.P0002,Vendor,,,ro,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0004,Element Model Number,,,rw,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0005,Element Serial Number,,,ro,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P000A,Software Version,,,ro,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0101,Device ID,,Hexadecimal,rw,binary,4,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0102,Device Sub ID,,Decimalism,rw,uint8,1,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0023,Installed Location Label,,,rw,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0024,Site Name,,,ro,string,100,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0030,Device Name,,,rw,string,40,,,
"Settings,LAN Connectivity,OP Transceiver Serial Number And Vendor Name",,T02.P0A9E,OP Slave Transceiver,,,ro,string,16,,,
"Settings,LAN Connectivity,OP Transceiver Serial Number And Vendor Name",,T02.P0A01,OP Slave Transceiver,,,ro,string,16,,,
"Settings,LAN Connectivity,OP Transceiver Serial Number And Vendor Name",,T02.P0A9F,OP Master Transceiver,,,ro,string,16,,,
"Settings,LAN Connectivity,OP Transceiver Serial Number And Vendor Name",,T02.P0A04,OP Master Transceiver,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A02,OP Slave Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A03,OP Slave Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A05,OP Master Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A06,OP Master Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Date And Time",,T02.P0150,System Date And Time,,,rw,datetime,7,,,
"Settings,LAN Connectivity,Site Report",,T02.P0B09,Site Report,,,wo,binary,1,,,02=Report Site Launch
"Alarms,Element Alarms,Alarm",,T02.P0301,Power Interruption Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0201,Power Interruption Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0306,Over Temperature Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0206,Over Temperature Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P030C,Radio Module 1 Over Temperature protected Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P020C,Module1 Over Temperature protected Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P030D,Radio Module 2 Over Temperature protected Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P020D,Module2 Over Temperature protected Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P030E,Radio Module 3 Over Temperature protected Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P020E,Module3 Over Temperature protected Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P031B,Radio Module 4 Over Temperature protected Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P021B,Module4 Over Temperature protected Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P037E,Optical Port Switch Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P027E,Optical Port Switch Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0364,Radio Module 1 UL ALC Over Range Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0264,Module1 UL ALC Over Range Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0365,Radio Module 2 UL ALC Over Range Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0265,Module2 UL ALC Over Range Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0366,Radio Module 3 UL ALC Over Range Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0266,Module3 UL ALC Over Range Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0367,Radio Module 4 UL ALC Over Range Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0267,Module4 UL ALC Over Range Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P031E,Radio Module 1 VSWR Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P021E,Module1 VSWR Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P031F,Radio Module 2 VSWR Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P021F,Module2 VSWR Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P032E,Radio Module 3 VSWR Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P022E,Module3 VSWR Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P032F,Radio Module 4 VSWR Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P022F,Module4 VSWR Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P03A8,OP Slave Transceiver Failure Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P02A8,OP Slave Transceiver Failure Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P03A9,OP Master Transceiver Failure Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P02A9,OP Master Transceiver Failure Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P038E,Radio Module 1 DL Output Under Power Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P028E,Radio Module1 DL Output Under Power Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P039F,Radio Module 2 DL Output Under Power Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P029F,Radio Module2 DL Output Under Power Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P033F,Radio Module 3 DL Output Under Power Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P023F,Radio Module3 DL Output Under Power Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P036B,Radio Module 4 DL Output Under Power Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P026B,Radio Module4 DL Output Under Power Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P037F,Radio Module 1 DL Output Over Power Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P027F,Radio Module1 DL Output Over Power Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P038F,Radio Module 2 DL Output Over Power Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P028F,Radio Module2 DL Output Over Power Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P033E,Radio Module 3 DL Output Over Power Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P023E,Radio Module3 DL Output Over Power Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P036A,Radio Module 4 DL Output Over Power Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P026A,Radio Module4 DL Output Over Power Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P037C,Radio Module 1 Open Load Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P027C,Module1 Open Load Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P037D,Radio Module 2 Open Load Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P027D,Module2 Open Load Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0380,Radio Module 3 Open Load Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0280,Module3 Open Load Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0381,Radio Module 4 Open Load Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0281,Module4 Open Load Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P030F,Optical Link Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P020F,Optical Link Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0320,External Input 1 Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0220,External Input 1 Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0321,External Input 2 Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0221,External Input 2 Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P036C,RF Link Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P026C,RF Link Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0490,Module 1 DL Under Output Power Threshold,dBm,,rw,int16,2,10,190 ~ 520,
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0494,Module 1 DL Over Output Power Threshold,dBm,,rw,int16,2,10,190 ~ 520,
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0491,Module 2 DL Under Output Power Threshold,dBm,,rw,int16,2,10,190 ~ 520,
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0495,Module 2 DL Over Output Power Threshold,dBm,,rw,int16,2,10,190 ~ 520,
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0492,Module 3 DL Under Output Power Threshold,dBm,,rw,int16,2,10,190 ~ 520,
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0496,Module 3 DL Over Output Power Threshold,dBm,,rw,int16,2,10,190 ~ 520,
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0493,Module 4 DL Under Output Power Threshold,dBm,,rw,int16,2,10,190 ~ 520,
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0497,Module 4 DL Over Output Power Threshold,dBm,,rw,int16,2,10,190 ~ 520,
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0452,VSWR Threshold,,,rw,int8,1,10,,
"Alarms,Alarm Thresholds,Alarm Thresholds",,T02.P0451,Over Temperature Threshold,℃,,rw,int8,1,,,
"Alarms,Alarm Thresholds,External Alarms",,T02.P0480,External Input 1 Alarm Mode Select,,,rw,binary,1,,,00=Normally closed;01=Normally open
"Alarms,Alarm Thresholds,External Alarms",,T02.P0481,External Input 2 Alarm Mode Select,,,rw,binary,1,,,00=Normally closed;01=Normally open
"Alarms,Alarm Thresholds,External Alarms",,T02.P0484,External Input 1 Alarm Label,,,rw,string,20,,,
"Alarms,Alarm Thresholds,External Alarms",,T02.P0485,External Input 2 Alarm Label,,,rw,string,20,,,
"Alarms,Alarm Thresholds,External Alarms",,T02.P0A21,External Output Alarm 1 Mode Select,,,rw,binary,1,,,00=Normally closed;01=Normally open
"Alarms,Alarm Thresholds,External Alarms",,T02.P0A23,External Output Alarm 2 Mode Select,,,rw,binary,1,,,00=Normally closed;01=Normally open
"Alarms,Alarm Thresholds,External Alarms",,T02.P0A25,External Output Alarm 1 Level,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Alarm Thresholds,External Alarms",,T02.P0A27,External Output Alarm 2 Level,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Alarm Thresholds,External Alarms",,T02.P0A8C,External Output Alarm 1 Indication,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Alarm Thresholds,External Alarms",,T02.P0A95,External Output Alarm 2 Indication,,,ro,binary,1,,,00=Normal;01=Alarm
"Maintenance,Optical Info,Optical Module Info",,TB4.P0A8A,Port Slave Optical Module,,,ro,object,13,,,
"Maintenance,Optical Info,Optical Module Info",,TB4.P0A8B,Port Master Optical Module,,,ro,object,13,,,
"Maintenance,Optical Info,OP Info",,TB4.P0B42,Sync Loss Counter Reset,,,wo,binary,1,,,00=Reset
"Maintenance,Optical Info,OP Info",,TB4.P0B40,OP1 Transceiver CPRI Loss Sync Counter,,,ro,uint8,1,,,
"Maintenance,Optical Info,OP Info",,TB4.P0B41,OP2 Transceiver CPRI Loss Sync Counter,,,ro,uint8,1,,,
"Maintenance,Optical Info,OP Info",,TB4.P0B69,OP1 Transceiver CPRI Sync Alarm,,,ro,binary,1,,,00=Sync;01=Unsync
"Maintenance,Optical Info,OP Info",,TB4.P0B6A,OP2 Transceiver CPRI Sync Alarm,,,ro,binary,1,,,00=Sync;01=Unsync
"Maintenance,Optical Info,OP Info",,TB4.P0B71,OP1 Transceiver LOS Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Maintenance,Optical Info,OP Info",,TB4.P0B72,OP2 Transceiver LOS Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Maintenance,Engineering,Engineering Info",,TB4.P0B02,Data Update Time,,,ro,datetime,7,,,
"Maintenance,Engineering,Engineering Info",,TB4.P0B05,ARM CRC Check,,,ro,binary,2,,,
"Maintenance,Engineering,Engineering Info",,TB4.P0B8C,FPGA CRC Check,,,ro,binary,2,,,
"Maintenance,Engineering,Engineering Info",,TB4.P0B27,X2RU CRC Check,,,ro,binary,2,,,
"Maintenance,Engineering,Engineering Info",,TB4.P0B7F,Configuration CRC Check,,,ro,binary,2,,,
"Maintenance,Engineering,DPD Switch",,TB4.P0B8D,Module1 DPD Switch,,,rw,binary,1,,,00=Disable;01=Enable
"Maintenance,Engineering,DPD Switch",,TB4.P0B8E,Module2 DPD Switch,,,rw,binary,1,,,00=Disable;01=Enable
"Maintenance,Engineering,DPD Switch",,TB4.P0B8F,Module3 DPD Switch,,,rw,binary,1,,,00=Disable;01=Enable
"Maintenance,Engineering,DPD Switch",,TB4.P0B8B,Module4 DPD Switch,,,rw,binary,1,,,00=Disable;01=Enable
"Maintenance,Engineering,Digital Panel Info",,TB4.P0B8A,Maximum Delay to Master Device,us,,ro,uint16,2,100,,
"Maintenance,Engineering,OP Info",,TB4.P0B48,Sync Loss Counter Reset,,,wo,binary,1,,,00=Reset
"Maintenance,Engineering,ALC Indication",,TB4.P03AA,Module1 UL ALC Working Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Maintenance,Engineering,ALC Indication",,TB4.P03AB,Module2 UL ALC Working Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Maintenance,Engineering,ALC Indication",,TB4.P03AC,Module3 UL ALC Working Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Maintenance,Engineering,ALC Indication",,TB4.P03AD,Module4 UL ALC Working Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Maintenance,Engineering,Advanced Command",,TB4.P0BA1,Hardware Reset,,,wo,binary,1,,,00=Reset
"Maintenance,Engineering,Advanced Command",,TB4.P0B09,Alarm Initialization,,,wo,binary,1,,,04=Report Fault Correcting;FF=Initialization
"Maintenance,Engineering,Advanced Command",,TB4.P0B92,Alarm Mode Select,,,rw,binary,1,,,00=Normal Mode 3min;01=Test Mode 1min
"Maintenance,Engineering,Test Mode",,TB4.P0610,Module1~2 Up-Downlink Switch,,,rw,binary,1,,,00=Auto;01=Downlink Open;02=Uplink Open;03=Close
"Maintenance,Engineering,Test Mode",,TB4.P0611,Module3~4 Up-Downlink Switch,,,rw,binary,1,,,00=Auto;01=Downlink Open;02=Uplink Open;03=Close
"Maintenance,Factory Command,Factory Parameters",,TB0.P0AFF,Factory Mode,,,rw,binary,9,,,5A=Factory Pattern;A5=Quit
"Maintenance,Factory Command,Factory Parameters",,TB0.P0AEF,Factory Mode Password,,,wo,string,20,,,
"Management,Service Configuration,Capacity Allocation Switch",,T02.P0C00,Capacity Allocation Switch,,,rw,binary,1,,,00=Off;01=On
"Management,Service Configuration,A2 Operator/Service Configuration",,T02.P0C83,"Primary A2, Radio Module 1 UL",MHz,,ro,uint32:array,8,1000,,
"Management,Service Configuration,A2 Operator/Service Configuration",,T02.P0D01,"Primary A2, Radio Module 1 DL",MHz,,ro,uint32:array,8,1000,,
