Groups,Paths,OID,Name,Unit,Tips,AccessMode,DataType,ByteSize,Ratio,Range,Options
"Settings,Band Configuration,Radio Module 3",,T02.P0EBB,Radio Module 3 Transmission Allocation in Fiber Core,,,ro,binary,1,,0 ~ 400,00=None;01=Fiber Core A;02=Fiber Core B
"Settings,Band Configuration,Radio Module 4",,T02.P0E76,Radio Module 4 Info Check,,,ro,binary,1,,,00=Valid;01=Invalid
"Settings,Band Configuration,Radio Module 4
Settings,Radio Interface Modules,Radio Module 4",,T02.P0D89,Radio Module 4 UL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4
Settings,Radio Interface Modules,Radio Module 4",,T02.P0D88,Radio Module 4 UL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4
Settings,Radio Interface Modules,Radio Module 4",,T02.P0D87,Radio Module 4 DL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4
Settings,Radio Interface Modules,Radio Module 4",,T02.P0D86,Radio Module 4 DL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4",,T02.P0D8A,Radio Module 4 Digital Signal Bandwidth,MHz,,rw,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4",,T02.P0D8B,Radio Module 4 UL Centre Frequency,MHz,,rw,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4",,T02.P0D8C,Radio Module 4 DL Centre Frequency,MHz,,rw,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4",,T02.P0D24,Radio Module 4 BW Occupied in Fiber,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4",,T02.P0EBD,Radio Module 4 Transmission Allocation in Fiber Core,,,ro,binary,1,,0 ~ 400,00=None;01=Fiber Core A;02=Fiber Core B
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB0,Band Configuration Update,,,wo,binary,1,,,01=Update
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB1,Element Signal Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB4,Element Transmission Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB2,System Signal Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB3,System Transmission Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,TDD Configuration,5G TDD",,T02.P0F30,TDD Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F40,Sync Status,,,ro,binary,1,,,00=Sync;01=Unsync
"Settings,TDD Configuration,5G TDD",,T02.P0F31,Radio Module 1,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F32,Radio Module 2,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F33,Radio Module 3,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F34,Radio Module 4,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F38,SSB Type,,,rw,binary,1,,,00=CASE C;01=CASE A
"Settings,TDD Configuration,5G TDD",,T02.P0F3E,Slot Configuration,,,rw,string,40,,,
"Settings,TDD Configuration,5G TDD",,T02.P0F45,Special Slot symbol Format1,,,rw,string,10,,,
"Settings,TDD Configuration,5G TDD",,T02.P0F46,Special Slot symbol Format2,,,rw,string,10,,,
"Settings,TDD Configuration,5G TDD",,T02.P0D4D,SSB ARFCN,,0:auto scan mode; else manual mode,rw,uint32,4,,,
"Settings,TDD Configuration,4G TDD",,T02.P0F50,TDD Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0F5A,Sync Status,,,ro,binary,1,,,00=Sync;01=Unsync
"Settings,TDD Configuration,4G TDD",,T02.P0F51,Radio Module 1,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0F52,Radio Module 2,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0F53,Radio Module 3,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0F54,Radio Module 4,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0EF1,UL-DL Configuration,,,rw,binary,1,,,00=0;01=1;02=2;03=3;04=4;05=5;06=6
"Settings,TDD Configuration,4G TDD",,T02.P0EF2,Special Subframe Configuration,,,rw,binary,1,,,00=0;01=1;02=2;03=3;04=4;05=5;06=6;07=7;08=8
"Settings,Radio Signal Information,Radio Module 1",,T02.P04A0,Radio Module 1 RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Signal Information,Radio Module 1",,T02.P04D2,Radio Module 1 UL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Radio Module 1",,T02.P04D3,Radio Module 1 DL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Radio Module 1",,T02.P05D0,Radio Module 1 Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 1",,T02.P05D1,Radio Module 1 UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 1",,T02.P05D2,Radio Module 1 DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 1",,T02.P0A28,Radio Module 1 UL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Radio Module 1",,T02.P0A20,Radio Module 1 DL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Radio Module 2",,T02.P04A1,Radio Module 2 RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Signal Information,Radio Module 2",,T02.P04D4,Radio Module 2 UL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Radio Module 2",,T02.P04D5,Radio Module 2 DL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Radio Module 2",,T02.P05D3,Radio Module 2 Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 2",,T02.P05D4,Radio Module 2 UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 2",,T02.P05D5,Radio Module 2 DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 2",,T02.P0A29,Radio Module 2 UL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Radio Module 2",,T02.P0A22,Radio Module 2 DL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Radio Module 3",,T02.P04A2,Radio Module 3 RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Signal Information,Radio Module 3",,T02.P04D6,Radio Module 3 UL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Radio Module 3",,T02.P04D7,Radio Module 3 DL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Radio Module 3",,T02.P05D6,Radio Module 3 Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 3",,T02.P05D7,Radio Module 3 UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 3",,T02.P05D8,Radio Module 3 DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 3",,T02.P0A2A,Radio Module 3 UL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Radio Module 3",,T02.P0A24,Radio Module 3 DL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Radio Module 4",,T02.P04A3,Radio Module 4 RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Signal Information,Radio Module 4",,T02.P04D8,Radio Module 4 UL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Radio Module 4",,T02.P04D9,Radio Module 4 DL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Radio Module 4",,T02.P05D9,Radio Module 4 Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 4",,T02.P05DA,Radio Module 4 UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 4",,T02.P05DB,Radio Module 4 DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Radio Module 4",,T02.P0A2B,Radio Module 4 UL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Radio Module 4",,T02.P0A26,Radio Module 4 DL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,General",,T02.P0501,Element Operating Temperature,℃,,ro,int8,1,,,
"Settings,Radio Interface Modules,General",,T02.P087B,Attenuation Control Mode,,,rw,binary,1,,,00=Manual;01=Automatic
"Settings,Radio Interface Modules,General",,T02.P087A,Automatic Level Interval,,,rw,binary,1,,,00=60Sec;01=6Hour;02=12Hour;03=24Hour
"Settings,Radio Interface Modules,General",,T02.P087C,Attenuation Level Reset,,,wo,binary,1,,,00=Reset
"Settings,Radio Interface Modules,Radio Module 1",,T02.P0D25,Radio Module 1 Power Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Interface Modules,Radio Module 1",,T02.P01A0,Radio Module 1 Port 1 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P01CF,Radio Module 1 Port 2 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P01E0,Radio Module 1 Port 3 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P0200,Radio Module 1 Port 4 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P01B1,Radio Module 1 Port 1 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P01D1,Radio Module 1 Port 2 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P01F1,Radio Module 1 Port 3 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P0086,Radio Module 1 Port 4 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P00A0,Radio Module 1 Port 1 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P00A1,Radio Module 1 Port 2 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P00A2,Radio Module 1 Port 3 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P00A3,Radio Module 1 Port 4 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P0087,Radio Module 1 Port 1 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P0088,Radio Module 1 Port 2 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P0089,Radio Module 1 Port 3 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P008A,Radio Module 1 Port 4 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 1",,T02.P006F,Radio Module 1 Serial Number,,,ro,string,20,,,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P0079,Radio Module 2 Power Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Interface Modules,Radio Module 2",,T02.P05A0,Radio Module 2 Port 1 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P05C0,Radio Module 2 Port 2 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P05E0,Radio Module 2 Port 3 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P0600,Radio Module 2 Port 4 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P05B1,Radio Module 2 Port 1 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P0F21,Radio Module 2 Port 2 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P05F1,Radio Module 2 Port 3 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P0611,Radio Module 2 Port 4 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P00A4,Radio Module 2 Port 1 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P00A5,Radio Module 2 Port 2 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P00A6,Radio Module 2 Port 3 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P00A7,Radio Module 2 Port 4 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P0612,Radio Module 2 Port 1 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P0613,Radio Module 2 Port 2 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P0614,Radio Module 2 Port 3 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P0615,Radio Module 2 Port 4 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 2",,T02.P0616,Radio Module 2 Serial Number,,,ro,string,20,,,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P007A,Radio Module 3 Power Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Interface Modules,Radio Module 3",,T02.P09A0,Radio Module 3 Port 1 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P09C0,Radio Module 3 Port 2 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P09E0,Radio Module 3 Port 3 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P0A00,Radio Module 3 Port 4 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P09B1,Radio Module 3 Port 1 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P09D1,Radio Module 3 Port 2 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P09F1,Radio Module 3 Port 3 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P0A11,Radio Module 3 Port 4 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P00A8,Radio Module 3 Port 1 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P00A9,Radio Module 3 Port 2 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P00AA,Radio Module 3 Port 3 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P00AB,Radio Module 3 Port 4 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P0A12,Radio Module 3 Port 1 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P0A13,Radio Module 3 Port 2 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P0A14,Radio Module 3 Port 3 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P0A15,Radio Module 3 Port 4 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 3",,T02.P0A16,Radio Module 3 Serial Number,,,ro,string,20,,,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P008E,Radio Module 4 Power Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0DA0,Radio Module 4 Port 1 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0DC0,Radio Module 4 Port 2 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0DE0,Radio Module 4 Port 3 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0E00,Radio Module 4 Port 4 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0DB1,Radio Module 4 Port 1 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0DD1,Radio Module 4 Port 2 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0DF1,Radio Module 4 Port 3 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0F11,Radio Module 4 Port 4 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P00AC,Radio Module 4 Port 1 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P00AD,Radio Module 4 Port 2 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P00AE,Radio Module 4 Port 3 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P00AF,Radio Module 4 Port 4 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0F12,Radio Module 4 Port 1 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0F13,Radio Module 4 Port 2 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0F14,Radio Module 4 Port 3 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0F15,Radio Module 4 Port 4 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Radio Module 4",,T02.P0F16,Radio Module 4 Serial Number,,,ro,string,20,,,
"Settings,Optical Module Information,Optical Module Info",,T02.P0A96,OP1 Transceiver,,,ro,string,16,,,
"Settings,Optical Module Information,Optical Module Info",,T02.P0AA6,OP1 Transceiver,,,ro,string,16,,,
"Settings,Optical Module Information,Optical Module Info",,T02.P0AB6,OP1 Transceiver,,,ro,string,16,,,
"Settings,Optical Module Information,Optical Module",,T02.P0A40,OP1 Transceiver,dBm,,ro,int16,2,100,,
"Settings,Optical Module Information,Optical Module",,T02.P0A50,OP1 Transceiver Tx/Rx Power,dBm,,ro,int16,2,100,,
"Settings,Engineering CMD,",,TB4.P0B75,,,,rw,string,20,,,
"Settings,Engineering CMD,",,TB4.P0B90,,,,rw,binary,1,,,
"Settings,Engineering CMD,",,TB4.P0B19,,,,rw,binary,1,,,
"Settings,Engineering CMD,",,TB4.P0B20,,,,rw,uint16,2,,,
"Settings,Engineering CMD,",,TB4.P0B17,,,,rw,binary,1,,,
"Settings,Engineering CMD,",,TB4.P0B30,,,,rw,uint8,1,,,
"Settings,Engineering CMD,",,TB4.P0B31,,,,rw,uint8,1,,,
"Settings,Engineering CMD,",,TB4.P0B32,,,,ro,uint8,1,,,
"Settings,Engineering CMD,",,TB4.P0B33,,,,rw,string,12,,,
"Settings,Engineering CMD,",,TB4.P0B34,,,,rw,uint8,1,,,
"Settings,Engineering CMD,",,TB4.P0B35,,,,ro,uint8,1,,,
"Settings,Engineering CMD,",,TB4.P0B36,Device Category,,,ro,uint8,1,,,
"Settings,Engineering CMD,",,TB4.P0B11,Device Name,,,ro,string,40,,,
"Settings,Engineering CMD2,",,T02.P0AEC,,,,rw,binary,40,,,
"Settings,Engineering CMD2,",,T02.P0BE0,OP IP Address,,,rw,ipv4,4,,,
"Alarms,Element Alarms,Alarm",,T02.P0305,Movement Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0205,Movement Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0328,Open Case Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
"Alarms,Element Alarms,Alarm",,T02.P0228,Open Case Alarm,,,rw,binary,1,,,00=Disable;02=Warning;03=Minor;04=Major;05=Critical
"Alarms,Element Alarms,Alarm",,T02.P0306,Over Temperature Alarm,,,ro,binary,1,,,00=Normal;01=Alarm
