Groups,Paths,OID,Name,Unit,Tips,AccessMode,DataType,ByteSize,Ratio,Range,Options
"Settings,Band Configuration,Module 2",,T02.P0EBA,Transmission Allocation in Fiber Core,,,ro,binary,1,,0 ~ 400,00=None;01=Fiber Core A;02=Fiber Core B
"Settings,Band Configuration,Module 3",,T02.P0E56,Info Check,,,ro,binary,1,,,00=Valid;01=Invalid
"Settings,Band Configuration,Module 3
Settings,Radio Interface Modules,Module 3",,T02.P0D69,UL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 3
Settings,Radio Interface Modules,Module 3",,T02.P0D68,UL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 3
Settings,Radio Interface Modules,Module 3",,T02.P0D67,DL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 3
Settings,Radio Interface Modules,Module 3",,T02.P0D66,DL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 3",,T02.P0D6A,Digital Signal Bandwidth,MHz,,rw,uint32,4,1000,,
"Settings,Band Configuration,Module 3",,T02.P0D6B,UL Centre Frequency,MHz,,rw,uint32,4,1000,,
"Settings,Band Configuration,Module 3",,T02.P0D6C,DL Centre Frequency,MHz,,rw,uint32,4,1000,,
"Settings,Band Configuration,Module 3",,T02.P0D23,BW Occupied in Fiber,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 3",,T02.P0EBB,Transmission Allocation in Fiber Core,,,ro,binary,1,,0 ~ 400,00=None;01=Fiber Core A;02=Fiber Core B
"Settings,Band Configuration,Module 4",,T02.P0E76,Info Check,,,ro,binary,1,,,00=Valid;01=Invalid
"Settings,Band Configuration,Module 4
Settings,Radio Interface Modules,Module 4",,T02.P0D89,UL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 4
Settings,Radio Interface Modules,Module 4",,T02.P0D88,UL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 4
Settings,Radio Interface Modules,Module 4",,T02.P0D87,DL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 4
Settings,Radio Interface Modules,Module 4",,T02.P0D86,DL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 4",,T02.P0D8A,Digital Signal Bandwidth,MHz,,rw,uint32,4,1000,,
"Settings,Band Configuration,Module 4",,T02.P0D8B,UL Centre Frequency,MHz,,rw,uint32,4,1000,,
"Settings,Band Configuration,Module 4",,T02.P0D8C,DL Centre Frequency,MHz,,rw,uint32,4,1000,,
"Settings,Band Configuration,Module 4",,T02.P0D24,BW Occupied in Fiber,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Module 4",,T02.P0EBD,Transmission Allocation in Fiber Core,,,ro,binary,1,,0 ~ 400,00=None;01=Fiber Core A;02=Fiber Core B
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB0,Band Configuration Update,,,wo,binary,1,,,01=Update
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB1,Element Signal Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB4,Element Transmission Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB2,System Signal Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0EB3,System Transmission Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0BEE,System Bandwidth Occupied in Fiber,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,In-Service Bandwidth",,T02.P0BED,800M Mode,,,rw,binary,1,,,00=Off;01=On
"Settings,Band Configuration,System Delay",,T02.P0BE4,Delay Adjustment Method,,,rw,binary,1,,,00=Automatic;01=Trigger;02=Manual
"Settings,Band Configuration,System Delay",,T02.P0BE6,Max Delay Value Measured,us,,ro,uint16,2,100,,
"Settings,Band Configuration,System Delay",,T02.P0BE7,Max Delay Value Adjust,us,,ro,uint16,2,100,,
"Settings,Band Configuration,System Delay",,T02.P0BE8,Triggered Delay Activation,,,wo,binary,1,,,01=Confirm
"Settings,Band Configuration,System Delay",,T02.P0BE9,Customize Delay Value,us,,rw,uint16,2,100,,
"Settings,TDD Configuration,5G TDD",,T02.P0F30,TDD Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F40,Sync Status,,,ro,binary,1,,,00=Sync;01=Unsync
"Settings,TDD Configuration,5G TDD",,T02.P0F31,Radio Module 1,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F32,Radio Module 2,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F33,Radio Module 3,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F34,Radio Module 4,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,5G TDD",,T02.P0F38,SSB Type,,,rw,binary,1,,,00=CASE C;01=CASE A
"Settings,TDD Configuration,5G TDD",,T02.P0F3E,Slot Configuration,,,rw,string,40,,,
"Settings,TDD Configuration,5G TDD",,T02.P0F45,Special Slot Symbol Format1,,,rw,string,10,,,
"Settings,TDD Configuration,5G TDD",,T02.P0F46,Special Slot Symbol Format2,,,rw,string,10,,,
"Settings,TDD Configuration,5G TDD",,T02.P0D4D,SSB ARFCN,,0:auto scan mode; else manual mode,rw,uint32,4,,,
"Settings,TDD Configuration,4G TDD",,T02.P0F50,TDD Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0F5A,Sync Status,,,ro,binary,1,,,00=Sync;01=Unsync
"Settings,TDD Configuration,4G TDD",,T02.P0F51,Radio Module 1,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0F52,Radio Module 2,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0F53,Radio Module 3,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0F54,Radio Module 4,,,rw,binary,1,,,00=Off;01=On
"Settings,TDD Configuration,4G TDD",,T02.P0EF1,UL-DL Configuration,,,rw,binary,1,,,00=0;01=1;02=2;03=3;04=4;05=5;06=6
"Settings,TDD Configuration,4G TDD",,T02.P0EF2,Special Subframe Configuration,,,rw,binary,1,,,00=0;01=1;02=2;03=3;04=4;05=5;06=6;07=7;08=8
"Settings,Radio Signal Information,Module 1",,T02.P04A0,RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Signal Information,Module 1",,T02.P04D2,UL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Module 1",,T02.P04D3,DL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Module 1",,T02.P05D0,Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 1",,T02.P05D1,UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 1",,T02.P05D2,DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 1",,T02.P0A28,UL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Module 1",,T02.P0A20,DL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Module 2",,T02.P04A1,RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Signal Information,Module 2",,T02.P04D4,UL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Module 2",,T02.P04D5,DL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Module 2",,T02.P05D3,Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 2",,T02.P05D4,UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 2",,T02.P05D5,DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 2",,T02.P0A29,UL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Module 2",,T02.P0A22,DL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Module 3",,T02.P04A2,RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Signal Information,Module 3",,T02.P04D6,UL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Module 3",,T02.P04D7,DL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Module 3",,T02.P05D6,Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 3",,T02.P05D7,UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 3",,T02.P05D8,DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 3",,T02.P0A2A,UL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Module 3",,T02.P0A24,DL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Module 4",,T02.P04A3,RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Signal Information,Module 4",,T02.P04D8,UL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Module 4",,T02.P04D9,DL Attenuation,dB,,rw,uint8,1,2,0 ~ 20,
"Settings,Radio Signal Information,Module 4",,T02.P05D9,Digital Filter Bandwidth,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 4",,T02.P05DA,UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 4",,T02.P05DB,DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Settings,Radio Signal Information,Module 4",,T02.P0A2B,UL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Module 4",,T02.P0A26,DL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,General",,T02.P0501,Element Operating Temperature,℃,,ro,int8,1,,,
"Settings,Radio Interface Modules,General",,T02.P087B,Attenuation Control Mode,,,rw,binary,1,,,00=Manual;01=Automatic
"Settings,Radio Interface Modules,General",,T02.P087A,Automatic Level Interval,,,rw,binary,1,,,00=60Sec;01=6Hour;02=12Hour;03=24Hour
"Settings,Radio Interface Modules,General",,T02.P087C,Attenuation Level Reset,,,wo,binary,1,,,00=Reset
"Settings,Radio Interface Modules,Module 1",,T02.P0D25,Power Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Interface Modules,Module 1",,T02.P01A0,Port 1 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 1",,T02.P01CF,Port 2 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 1",,T02.P01E0,Port 3 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 1",,T02.P0200,Port 4 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 1",,T02.P01B1,Port 1 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 1",,T02.P01D1,Port 2 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 1",,T02.P01F1,Port 3 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 1",,T02.P0086,Port 4 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 1",,T02.P00A0,Port 1 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 1",,T02.P00A1,Port 2 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 1",,T02.P00A2,Port 3 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 1",,T02.P00A3,Port 4 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 1",,T02.P0087,Port 1 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 1",,T02.P0088,Port 2 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 1",,T02.P0089,Port 3 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 1",,T02.P008A,Port 4 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 1",,T02.P006F,Serial Number,,,ro,string,20,,,
"Settings,Radio Interface Modules,Module 2",,T02.P0079,Power Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Interface Modules,Module 2",,T02.P05A0,Port 1 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 2",,T02.P05C0,Port 2 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 2",,T02.P05E0,Port 3 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 2",,T02.P0600,Port 4 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 2",,T02.P05B1,Port 1 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 2",,T02.P0F21,Port 2 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 2",,T02.P05F1,Port 3 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 2",,T02.P0611,Port 4 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 2",,T02.P00A4,Port 1 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 2",,T02.P00A5,Port 2 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 2",,T02.P00A6,Port 3 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 2",,T02.P00A7,Port 4 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 2",,T02.P0612,Port 1 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 2",,T02.P0613,Port 2 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 2",,T02.P0614,Port 3 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 2",,T02.P0615,Port 4 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 2",,T02.P0616,Serial Number,,,ro,string,20,,,
"Settings,Radio Interface Modules,Module 3",,T02.P007A,Power Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Interface Modules,Module 3",,T02.P09A0,Port 1 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 3",,T02.P09C0,Port 2 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 3",,T02.P09E0,Port 3 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 3",,T02.P0A00,Port 4 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 3",,T02.P09B1,Port 1 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 3",,T02.P09D1,Port 2 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 3",,T02.P09F1,Port 3 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 3",,T02.P0A11,Port 4 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 3",,T02.P00A8,Port 1 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 3",,T02.P00A9,Port 2 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 3",,T02.P00AA,Port 3 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 3",,T02.P00AB,Port 4 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 3",,T02.P0A12,Port 1 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 3",,T02.P0A13,Port 2 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 3",,T02.P0A14,Port 3 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 3",,T02.P0A15,Port 4 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 3",,T02.P0A16,Serial Number,,,ro,string,20,,,
"Settings,Radio Interface Modules,Module 4",,T02.P008E,Power Switch,,,rw,binary,1,,,00=Off;01=On
"Settings,Radio Interface Modules,Module 4",,T02.P0DA0,Port 1 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 4",,T02.P0DC0,Port 2 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 4",,T02.P0DE0,Port 3 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 4",,T02.P0E00,Port 4 Input Power,dBm,,ro,int16,2,1000,-20000 ~ 15000,
"Settings,Radio Interface Modules,Module 4",,T02.P0DB1,Port 1 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 4",,T02.P0DD1,Port 2 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 4",,T02.P0DF1,Port 3 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 4",,T02.P0F11,Port 4 Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Radio Interface Modules,Module 4",,T02.P00AC,Port 1 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 4",,T02.P00AD,Port 2 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 4",,T02.P00AE,Port 3 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 4",,T02.P00AF,Port 4 Power Distribution,%,,rw,int8,1,,0 ~ 100,
"Settings,Radio Interface Modules,Module 4",,T02.P0F12,Port 1 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 4",,T02.P0F13,Port 2 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 4",,T02.P0F14,Port 3 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 4",,T02.P0F15,Port 4 Label (Operator/Service),,,rw,string,20,,,
"Settings,Radio Interface Modules,Module 4",,T02.P0F16,Serial Number,,,ro,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0002,Vendor,,,ro,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0004,Element Model Number,,,rw,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0005,Element Serial Number,,,ro,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P000A,Software Version,,,ro,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0025,SNMP Version,,,ro,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0101,Device ID,,Hexadecimal,rw,binary,4,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0102,Device Sub ID,,Decimalism,rw,uint8,1,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0023,Installed Location Label,,,rw,string,20,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0024,Site Name,,,rw,string,100,,,
"Settings,LAN Connectivity,Element Identification",,T02.P0030,Device Name,,,rw,string,40,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0A96,OP1 Transceiver Serial Number,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0AA6,OP1 Transceiver Vendor Name,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0A97,OP2 Transceiver Serial Number,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0AA7,OP2 Transceiver Vendor Name,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0A98,OP3 Transceiver Serial Number,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0AA8,OP3 Transceiver Vendor Name,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0A99,OP4 Transceiver Serial Number,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0AA9,OP4 Transceiver Vendor Name,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0A9A,OP5 Transceiver Serial Number,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0AAA,OP5 Transceiver Vendor Name,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0A9B,OP6 Transceiver Serial Number,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0AAB,OP6 Transceiver Vendor Name,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0A9C,OP7 Transceiver Serial Number,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0AAC,OP7 Transceiver Vendor Name,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0A9D,OP8 Transceiver Serial Number,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Serial Number And Vendor Name",,T02.P0AAD,OP8 Transceiver Vendor Name,,,ro,string,16,,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A40,OP1 Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A50,OP1 Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A41,OP2 Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A51,OP2 Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A42,OP3 Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A52,OP3 Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A43,OP4 Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A53,OP4 Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A44,OP5 Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A54,OP5 Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A45,OP6 Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A55,OP6 Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A46,OP7 Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A56,OP7 Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A47,OP8 Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,Optical Module Tx Power And Rx Power",,T02.P0A57,OP8 Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,LAN Connectivity,CONSOLE IP Setting",,T02.P01C8,Protocol,,,rw,binary,1,,,01=SNMP;02=UDP
"Settings,LAN Connectivity,CONSOLE IP Setting",,T02.P0130,Primary NMS IP Address,,,rw,ipv4,4,,,
